fuente,archivo,pagina,tabla,tipo_indice,sector,anno,medida,valor,unidad
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,Minerales no metálicos,2023,variacion_anual,5.8,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,Minerales no metálicos,2024,variacion_anual,7.4,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,Minerales no metálicos,2025,variacion_anual,5.2,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2019,indice,1113.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2020,indice,1191.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2021,indice,1262.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2022,indice,1368.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2023,indice,1487.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2024,indice,1616.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2025,indice,1688.0,indice_1995_100
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2020,variacion_anual,7.0,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2021,variacion_anual,6.0,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2022,variacion_anual,8.4,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2023,variacion_anual,8.6,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2024,variacion_anual,8.7,porcentaje
ciu,4_Empleo-y-salarios-Indicadores-Oct-2025.pdf,3,indices_salarios,nominales,"Metálicos, maquinaria y equipos",2025,variacion_anual,4.8,porcentaje
