fuente,archivo,hoja,tabla,codigo_fuente,codigo_normalizado,nivel_codigo,seccion_ciiu_fuente,descripcion,anno,valor,unidad,dato_preliminar,nota_fuente
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17 a D.19,D.17 a D.19,agregado_codigos,D,Fabricación de productos textiles y prendas de vestir; curtido y adobo de pieles y cueros; productos de cuero y calzado,2018,6009773.22373472,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17 a D.19,D.17 a D.19,agregado_codigos,D,Fabricación de productos textiles y prendas de vestir; curtido y adobo de pieles y cueros; productos de cuero y calzado,2019,5829185.58593441,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2005,3018546.16866678,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2006,2923867.21523218,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2007,2888501.41198774,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2008,2467890.54195104,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2009,2640565.56995305,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2010,2506862.26383435,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2011,2638953.7340195,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2012,2662136.50901285,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2013,2526184.21049081,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2014,2748624.93956928,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2015,3314682.10474355,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2016,3645769.80610403,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2017,3178030.91730306,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2018,4352569.83128599,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.17TT.0,D.17TT.0,grupo_bcu,D,Fabricación de productos textiles,2019,,miles_de_pesos_corrientes,True,"Debido a la priorizacion del cronograma del PLAE, para el ano 2019 no se dispone de estimaciones mas alla de los dos digitos de la CIIU Rev. 3."
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2005,2633377.22447602,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2006,2965486.8186317,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2007,2956137.80877098,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2008,2916111.82120989,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2009,2464514.01097263,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2010,2377695.20971134,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2011,2084000.76265584,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2012,2148561.01700127,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2013,2030623.95980154,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2014,1456422.38748059,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2015,939302.167789972,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2016,684145.656141044,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2017,672024.736776013,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2018,579311.103279825,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.18TT.0,D.18TT.0,grupo_bcu,D,Fabricación de prendas de vestir; adobo y teñido de pieles,2019,,miles_de_pesos_corrientes,True,"Debido a la priorizacion del cronograma del PLAE, para el ano 2019 no se dispone de estimaciones mas alla de los dos digitos de la CIIU Rev. 3."
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2005,1328893.74275723,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2006,1924025.89179538,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2007,1497445.62142163,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2008,1447090.49958896,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2009,1063495.95686441,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2010,847751.875923604,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2011,701470.380687052,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2012,770683.394660282,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2013,766205.94655252,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2014,1406040.29573396,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2015,1123489.96231903,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2016,1320978.57041222,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2017,1317889.35172985,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2018,1077892.2891689,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.19TT.0,D.19TT.0,grupo_bcu,D,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano, artículos de talabartería y guarnicionería, y calzado",2019,,miles_de_pesos_corrientes,True,"Debido a la priorizacion del cronograma del PLAE, para el ano 2019 no se dispone de estimaciones mas alla de los dos digitos de la CIIU Rev. 3."
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2005,5601552.02706501,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2006,6193244.33400373,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2007,7411375.95339789,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2008,16102559.783477,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2009,13723884.1671391,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2010,17558014.5796492,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2011,17398988.5753099,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2012,16461940.4889835,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2013,19021160.8436596,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2014,22785912.8528745,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2015,29314701.4669222,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2016,26779325.1496057,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2017,25712904.9040538,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2018,40798584.5192574,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20 a D.22,D.20 a D.22,agregado_codigos,D,"Fabricación de madera y productos de madera, papel y productos del papel e imprentas",2019,42591908.5687598,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2005,2441136.50731117,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2006,2995732.57506519,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2007,3062036.34842645,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2008,4833346.74684359,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2009,3805562.61865277,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2010,3907219.32424823,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2011,4927243.97478595,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2012,4835387.61525518,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2013,5393368.13005329,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2014,6864577.69151273,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2015,6456619.76952783,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2016,6401211.80336061,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2017,6758481.85079835,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2018,7829262.95912035,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.20TT.0,D.20TT.0,grupo_bcu,D,Producción de madera y fabricación de productos de madera y corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables,2019,,miles_de_pesos_corrientes,True,"Debido a la priorizacion del cronograma del PLAE, para el ano 2019 no se dispone de estimaciones mas alla de los dos digitos de la CIIU Rev. 3."
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2005,1046398.87792408,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2006,1000415.29627627,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2007,2031919.12390801,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2008,8606942.33287294,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2009,6729493.81785515,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2010,10690370.4590271,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2011,8862726.96450472,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2012,7877281.71611103,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2013,9212290.15321821,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2014,11469545.1475774,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2015,18367818.6462147,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2016,15572065.3906408,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2017,14201495.8147273,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2018,27707544.0036795,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.210T.0,D.210T.0,grupo_bcu,D,Fabricación de papel y de productos de papel y cartón,2019,,miles_de_pesos_corrientes,True,"Debido a la priorizacion del cronograma del PLAE, para el ano 2019 no se dispone de estimaciones mas alla de los dos digitos de la CIIU Rev. 3."
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2005,2114016.64182977,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2006,2197096.46266227,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2007,2317420.48106343,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2008,2662270.70376042,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2009,3188827.73063115,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2010,2960424.79637385,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2011,3609017.63601922,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2012,3749271.15761729,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2013,4415502.56038807,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2014,4451790.01378443,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2015,4490263.05117973,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2016,4806047.95560424,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.22TT.0,D.22TT.0,grupo_bcu,D,Actividades de edición e impresión y de reproducción de grabaciones,2017,4752927.23852818,miles_de_pesos_corrientes,True,
