anno,variable,seccion_fuente,division_publicada,grupo_rev4_homologado,valor,archivo_fuente,cuadro_fuente,usar_para_homologacion,estado_mapeo
2001,fbcf,D,,,3378168000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,D,,,1075519000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,D,15-16,10_11_12_alimentos_bebidas_tabaco,1257423000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,15-16,10_11_12_alimentos_bebidas_tabaco,491997000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,17-18-19,13_14_15_textiles_prendas_cuero,292552000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,17-18-19,13_14_15_textiles_prendas_cuero,156270000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,20,16_madera,54740000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,20,16_madera,8848000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,21-22,17_18_papel_impresion,378044000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,21-22,17_18_papel_impresion,114360000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,23,19_refinacion,109434000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,23,19_refinacion,46774000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,24-25,20_21_22_quimicos_farma_caucho_plastico,604996000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,24-25,20_21_22_quimicos_farma_caucho_plastico,170248000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,26-27,23_24_minerales_metales,122059000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,26-27,23_24_minerales_metales,32853000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,28-29-30,25_26_27_28_33_metal_equipos_reparacion,139652000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,28-29-30,25_26_27_28_33_metal_equipos_reparacion,5568000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,31-32-33,25_26_27_28_33_metal_equipos_reparacion,51701000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,31-32-33,25_26_27_28_33_metal_equipos_reparacion,23011000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,34-35,29_30_vehiculos_transporte,244239000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,34-35,29_30_vehiculos_transporte,6024000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,D,36,31_32_muebles_otras_manufacturas,123328000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,adquisiciones_importadas,D,36,31_32_muebles_otras_manufacturas,19566000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,mapeado
2001,fbcf,E,,,1873450000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,E,,,1707000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,E,40,,1775833000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,E,40,,0.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,E,41,,97617000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,E,41,,1707000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,G,,,1513529000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,G,,,106040000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,G,50-51,,742536000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,G,50-51,,98964000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,G,52,,770993000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,G,52,,7076000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,H,,,2018610000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,H,,,5081000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,H,55,,2018610000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,H,55,,5081000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,I,,,2715373000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,I,,,1786934000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,I,60-61-62-63-64,,2715373000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,I,60-61-62-63-64,,1786934000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,K,,,407808000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,K,,,23660000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,K,71,,69824000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,K,71,,1218000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,K,72,,39136000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,K,72,,7885000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,K,73,,8476000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,K,73,,2233000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,K,74,,290372000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,K,74,,12324000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,M,,,240196000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,M,,,5934000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,M,80,,240196000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,M,80,,5934000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbcf,N,,,1052732000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,adquisiciones_importadas,N,,,15697000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,no,no_mapeado_o_no_usado
2001,fbcf,N,85,,1052732000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,adquisiciones_importadas,N,85,,15697000.0,2 Digitos/EAE_cu14afe2_01.xls,C14_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,D,,,1974576000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,D,15-16,10_11_12_alimentos_bebidas_tabaco,815786000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,17-18-19,13_14_15_textiles_prendas_cuero,173805000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,20,16_madera,38123000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,21-22,17_18_papel_impresion,276284000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,23,19_refinacion,46924000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,24-25,20_21_22_quimicos_farma_caucho_plastico,315448000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,26-27,23_24_minerales_metales,71848000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,28-29-30,25_26_27_28_33_metal_equipos_reparacion,74541000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,31-32-33,25_26_27_28_33_metal_equipos_reparacion,22318000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,34-35,29_30_vehiculos_transporte,82162000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,D,36,31_32_muebles_otras_manufacturas,57337000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,mapeado
2001,fbkf_maq_eq,E,,,147612000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,E,40,,138856000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,E,41,,8756000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,G,,,385069000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,G,50-51,,212362000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,G,52,,172707000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,H,,,37710000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,H,55,,37710000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,I,,,1248202000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,I,60-61-62-63-64,,1248202000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,K,,,161856000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,K,71,,24349000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,K,72,,23056000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,K,73,,3401000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,K,74,,111050000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,M,,,30200000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,M,80,,30200000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2001,fbkf_maq_eq,N,,,330479000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,no,no_mapeado_o_no_usado
2001,fbkf_maq_eq,N,85,,330479000.0,2 Digitos/EAE_cu17afe2_01.xls,C17_2dig_2001,si,no_mapeado_o_no_usado
2003,fbcf,D,,,6899547696.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,,,5256351292.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,15,10_11_12_alimentos_bebidas_tabaco,1391535713.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,15,10_11_12_alimentos_bebidas_tabaco,479596924.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,151,,585091155.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,151,,185394575.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1511,,336453290.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1511,,57350224.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1512,,175574553.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1512,,109410864.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1513,,65502512.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1513,,10377487.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1514,,7560800.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1514,,8256000.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,152,,572228275.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,152,,209806209.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1520,,572228275.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1520,,209806209.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,153,,90657996.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,153,,15257418.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1531,,26810323.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1531,,7437753.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1533,,16435946.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1533,,585000.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1534,,47411727.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1534,,7234665.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,154,,184815284.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,154,,50492929.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1541,,96857587.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1541,,1343960.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1542,,3100634.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1542,,4104465.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1543,,881075.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1543,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1544,,29856862.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1544,,23165475.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1549,,54119126.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1549,,21879029.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,155,,-41256997.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,155,,18645793.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1551,,2883067.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1551,,831185.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1552,,10426433.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1552,,858873.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1553,,-222958476.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1553,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1554,,168391979.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1554,,16955735.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,16,10_11_12_alimentos_bebidas_tabaco,88529940.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,16,10_11_12_alimentos_bebidas_tabaco,83823226.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,160,,88529940.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,160,,83823226.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1600,,88529940.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1600,,83823226.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,17,13_14_15_textiles_prendas_cuero,105170301.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,17,13_14_15_textiles_prendas_cuero,76842519.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,171,,91748053.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,171,,72250218.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1711,,44618469.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1711,,42822567.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1712,,32597.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1712,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1713,,47096987.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1713,,29427651.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,172,,11172420.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,172,,2217568.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1720,,11172420.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1720,,2217568.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,173,,2249828.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,173,,2374733.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1730,,2249828.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1730,,2374733.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,18,13_14_15_textiles_prendas_cuero,38136623.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,18,13_14_15_textiles_prendas_cuero,21576124.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,181,,38136623.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,181,,21576124.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1810,,38136623.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1810,,21576124.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,19,13_14_15_textiles_prendas_cuero,242476156.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,19,13_14_15_textiles_prendas_cuero,130098896.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,191,,241012822.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,191,,130077593.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1911,,240875482.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1911,,130077593.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1912,,137340.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1912,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,192,,1463334.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,192,,21303.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,1920,,1463334.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,1920,,21303.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,20,16_madera,44995311.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,20,16_madera,30994700.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,201,,15450176.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,201,,13514320.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2010,,15450176.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2010,,13514320.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,202,,29545135.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,202,,17480380.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2021,,29545135.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2021,,17480380.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2029,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2029,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,21,17_18_papel_impresion,211889456.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,21,17_18_papel_impresion,81223788.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,210,,211889456.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,210,,81223788.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2101,,152628991.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2101,,63018612.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2102,,29030780.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2102,,18205176.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2109,,30229685.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2109,,0.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,22,17_18_papel_impresion,-27743910.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,adquisiciones_importadas,D,22,17_18_papel_impresion,25032010.0,EAE_C10_2003.xls,FBCF,si,mapeado
2003,fbcf,D,221,,-27070549.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,221,,25032010.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2211,,-64758714.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2211,,22749252.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,2212,,37688165.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,adquisiciones_importadas,D,2212,,2282758.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
2003,fbcf,D,223,,-673361.0,EAE_C10_2003.xls,FBCF,no,no_mapeado_o_no_usado
