fuente,archivo,pagina,tabla,grupo_costo,componente,componente_etiqueta,sector_codigo,sector,anno,valor,unidad
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,21_22,Papel e imprenta,2005,0.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,23,Prod. derivados del petroleo,2005,0.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,24_25,"Prod. quimicos, caucho y plastico",2005,0.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,26_27,Minerales no metalicos y metalicas basicas,2005,0.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,28_29_30,"Metalicos, Maq. y Equipos",2005,0.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,31_32_33,Maq. y aparatos electricos,2005,0.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,34_35,Vehiculos y equipo de transporte,2005,0.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,agua,Agua,36,Muebles y Otras Industrias,2005,0.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,15_16,"Alimentos, Bebidas y Tabaco",2005,1.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,17_18_19,"Textiles, Vestimenta y Cuero",2005,2.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,20,Madera y productos de madera,2005,1.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,21_22,Papel e imprenta,2005,4.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,23,Prod. derivados del petroleo,2005,0.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,24_25,"Prod. quimicos, caucho y plastico",2005,2.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,26_27,Minerales no metalicos y metalicas basicas,2005,10.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,28_29_30,"Metalicos, Maq. y Equipos",2005,1.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,31_32_33,Maq. y aparatos electricos,2005,2.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,34_35,Vehiculos y equipo de transporte,2005,1.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,energia_electrica,Energía Eléctrica,36,Muebles y Otras Industrias,2005,2.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",15_16,"Alimentos, Bebidas y Tabaco",2005,2.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",17_18_19,"Textiles, Vestimenta y Cuero",2005,3.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",20,Madera y productos de madera,2005,2.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",21_22,Papel e imprenta,2005,4.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",23,Prod. derivados del petroleo,2005,0.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",24_25,"Prod. quimicos, caucho y plastico",2005,2.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",26_27,Minerales no metalicos y metalicas basicas,2005,7.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",28_29_30,"Metalicos, Maq. y Equipos",2005,2.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",31_32_33,Maq. y aparatos electricos,2005,3.7,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",34_35,Vehiculos y equipo de transporte,2005,5.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,gastos_mantenimiento_repuestos_y_accesorios,"Gastos mantenimiento, repuestos y accesorios",36,Muebles y Otras Industrias,2005,2.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,15_16,"Alimentos, Bebidas y Tabaco",2005,3.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,17_18_19,"Textiles, Vestimenta y Cuero",2005,0.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,20,Madera y productos de madera,2005,4.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,21_22,Papel e imprenta,2005,12.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,23,Prod. derivados del petroleo,2005,2.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,24_25,"Prod. quimicos, caucho y plastico",2005,4.7,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,26_27,Minerales no metalicos y metalicas basicas,2005,10.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,28_29_30,"Metalicos, Maq. y Equipos",2005,3.9,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,31_32_33,Maq. y aparatos electricos,2005,5.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,34_35,Vehiculos y equipo de transporte,2005,5.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,costos_produccion,amortizaciones_consumo_capital_fisico,Amortizaciones Consumo Capital Físico,36,Muebles y Otras Industrias,2005,6.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",15_16,"Alimentos, Bebidas y Tabaco",2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",17_18_19,"Textiles, Vestimenta y Cuero",2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",20,Madera y productos de madera,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",21_22,Papel e imprenta,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",23,Prod. derivados del petroleo,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",24_25,"Prod. quimicos, caucho y plastico",2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",26_27,Minerales no metalicos y metalicas basicas,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",28_29_30,"Metalicos, Maq. y Equipos",2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",31_32_33,Maq. y aparatos electricos,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",34_35,Vehiculos y equipo de transporte,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,2_gastos_adm_ventas_y_diversos,"2. Gastos Adm, Ventas y Diversos*",36,Muebles y Otras Industrias,2005,100.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,15_16,"Alimentos, Bebidas y Tabaco",2005,15.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,17_18_19,"Textiles, Vestimenta y Cuero",2005,11.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,20,Madera y productos de madera,2005,7.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,21_22,Papel e imprenta,2005,24.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,23,Prod. derivados del petroleo,2005,3.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,24_25,"Prod. quimicos, caucho y plastico",2005,25.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,26_27,Minerales no metalicos y metalicas basicas,2005,19.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,28_29_30,"Metalicos, Maq. y Equipos",2005,25.9,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,31_32_33,Maq. y aparatos electricos,2005,34.9,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,34_35,Vehiculos y equipo de transporte,2005,20.9,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,empleados_salarios_agui_sal_vac_otros,Empleados: salarios +agui+ sal vac + otros,36,Muebles y Otras Industrias,2005,27.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,15_16,"Alimentos, Bebidas y Tabaco",2005,9.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,17_18_19,"Textiles, Vestimenta y Cuero",2005,17.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,20,Madera y productos de madera,2005,0.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,21_22,Papel e imprenta,2005,11.7,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,23,Prod. derivados del petroleo,2005,1.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,24_25,"Prod. quimicos, caucho y plastico",2005,5.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,26_27,Minerales no metalicos y metalicas basicas,2005,8.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,28_29_30,"Metalicos, Maq. y Equipos",2005,0.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,31_32_33,Maq. y aparatos electricos,2005,0.7,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,34_35,Vehiculos y equipo de transporte,2005,7.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,profesionales_salarios_agui_sal_vac_otros,Profesionales: salarios + agui + sal vac + otros,36,Muebles y Otras Industrias,2005,0.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,15_16,"Alimentos, Bebidas y Tabaco",2005,2.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,17_18_19,"Textiles, Vestimenta y Cuero",2005,2.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,20,Madera y productos de madera,2005,1.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,21_22,Papel e imprenta,2005,3.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,23,Prod. derivados del petroleo,2005,0.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,24_25,"Prod. quimicos, caucho y plastico",2005,2.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,26_27,Minerales no metalicos y metalicas basicas,2005,2.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,28_29_30,"Metalicos, Maq. y Equipos",2005,4.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,31_32_33,Maq. y aparatos electricos,2005,5.9,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,34_35,Vehiculos y equipo de transporte,2005,3.1,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,aportes_patronales_e_imp_a_los_sueldos_prof_y_empleados,Aportes patronales e imp. a los sueldos prof y empleados,36,Muebles y Otras Industrias,2005,3.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,15_16,"Alimentos, Bebidas y Tabaco",2005,3.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,17_18_19,"Textiles, Vestimenta y Cuero",2005,6.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,20,Madera y productos de madera,2005,3.5,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,21_22,Papel e imprenta,2005,3.2,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,23,Prod. derivados del petroleo,2005,0.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,24_25,"Prod. quimicos, caucho y plastico",2005,2.9,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,26_27,Minerales no metalicos y metalicas basicas,2005,5.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,28_29_30,"Metalicos, Maq. y Equipos",2005,5.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,31_32_33,Maq. y aparatos electricos,2005,8.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,34_35,Vehiculos y equipo de transporte,2005,5.6,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,alquilieres,Alquilieres,36,Muebles y Otras Industrias,2005,16.0,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,comisiones_honorarios_profesionales_y_servicio_de_personal,"Comisiones, honorarios profesionales y servicio de personal",15_16,"Alimentos, Bebidas y Tabaco",2005,11.3,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,comisiones_honorarios_profesionales_y_servicio_de_personal,"Comisiones, honorarios profesionales y servicio de personal",17_18_19,"Textiles, Vestimenta y Cuero",2005,20.8,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,comisiones_honorarios_profesionales_y_servicio_de_personal,"Comisiones, honorarios profesionales y servicio de personal",20,Madera y productos de madera,2005,3.7,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,comisiones_honorarios_profesionales_y_servicio_de_personal,"Comisiones, honorarios profesionales y servicio de personal",21_22,Papel e imprenta,2005,15.4,porcentaje
ciu,8_Estructura-de-Costos-y-Ratios-Indicadores-Octubre-2025.pdf,4,estructura_costos_sectores_2005,gastos_administracion_ventas_diversos,comisiones_honorarios_profesionales_y_servicio_de_personal,"Comisiones, honorarios profesionales y servicio de personal",23,Prod. derivados del petroleo,2005,68.4,porcentaje
