anno,nivel_validacion,grupo_o_division,variable,test,estado,valor_observado,valor_referencia,diferencia,diferencia_pct,mensaje
2011,consistencia,18,puestos_trabajo,puestos_trabajo_positivo,ok,3257.67032848236,0,3257.67032848236,,
2011,consistencia,19,vab_pp,no_nulo_en_fila_aditiva,ok,14722545501.0,no_nulo,,,
2011,consistencia,19,remuneraciones,no_nulo_en_fila_aditiva,ok,2164648016.0,no_nulo,,,
2011,consistencia,19,vbp_pp_vab_pp,vbp_pp_mayor_igual_vab_pp,ok,38558923767.0,14722545501.0,23836378266.0,161.90391983764601,
2011,consistencia,19,vab_pp_remuneraciones,vab_pp_mayor_igual_remuneraciones,ok,14722545501.0,2164648016.0,12557897485.0,580.1357722908425,
2011,consistencia,19,puestos_trabajo,puestos_trabajo_positivo,ok,2579.0,0,2579.0,,
2011,consistencia,20,vab_pp,no_nulo_en_fila_aditiva,ok,5425031097.704775,no_nulo,,,
2011,consistencia,20,remuneraciones,no_nulo_en_fila_aditiva,ok,2658777892.4713025,no_nulo,,,
2011,consistencia,20,vbp_pp_vab_pp,vbp_pp_mayor_igual_vab_pp,ok,22445576067.340427,5425031097.704775,17020544969.635653,313.7409659612221,
2011,consistencia,20,vab_pp_remuneraciones,vab_pp_mayor_igual_remuneraciones,ok,5425031097.704775,2658777892.4713025,2766253205.2334723,104.04228247370723,
2011,consistencia,20,puestos_trabajo,puestos_trabajo_positivo,ok,5250.4477151833735,0,5250.4477151833735,,
2011,consistencia,21,vab_pp,no_nulo_en_fila_aditiva,ok,3393533750.657438,no_nulo,,,
2011,consistencia,21,remuneraciones,no_nulo_en_fila_aditiva,ok,2018900043.6331813,no_nulo,,,
2011,consistencia,21,vbp_pp_vab_pp,vbp_pp_mayor_igual_vab_pp,ok,7954802695.155384,3393533750.657438,4561268944.497946,134.410596140801,
2011,consistencia,21,vab_pp_remuneraciones,vab_pp_mayor_igual_remuneraciones,ok,3393533750.657438,2018900043.6331813,1374633707.0242565,68.08824990416498,
