fuente,archivo,hoja,anno,variable,variable_etiqueta,valor,unidad,fuente_original
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2000,ipc_index_1983_1989,IPC,12966.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2001,gdp_current,GDP,278353052.810687,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2001,gdp_2005,GDP $Uy2005 (right axis),404966906.281493,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2001,gdp_price_index_base_2005,GDP Price index (base 2005),0.687347653581361,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2001,ipc_index_1983_1989,IPC,13532.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2002,gdp_current,GDP,289233255.65463,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2002,gdp_2005,GDP $Uy2005 (right axis),373654835.851221,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2002,gdp_price_index_base_2005,GDP Price index (base 2005),0.77406533491191,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2002,ipc_index_1983_1989,IPC,15422.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2003,gdp_current,GDP,339791593.761611,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2003,gdp_2005,GDP $Uy2005 (right axis),376663818.159979,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2003,gdp_price_index_base_2005,GDP Price index (base 2005),0.902108398469249,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2003,ipc_index_1983_1989,IPC,18410.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2004,gdp_current,GDP,392849675.885421,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2004,gdp_2005,GDP $Uy2005 (right axis),395512679.627493,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2004,gdp_price_index_base_2005,GDP Price index (base 2005),0.993266957346146,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2004,ipc_index_1983_1989,IPC,20096.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2005,gdp_current,GDP,425018448.124847,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2005,gdp_2005,GDP $Uy2005 (right axis),425018448.124847,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2005,gdp_price_index_base_2005,GDP Price index (base 2005),1.0,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2005,ipc_index_1983_1989,IPC,21041.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2006,gdp_current,GDP,471344123.368719,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2006,gdp_2005,GDP $Uy2005 (right axis),442438157.959603,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2006,gdp_price_index_base_2005,GDP Price index (base 2005),1.06533334634251,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2006,ipc_index_1983_1989,IPC,22387.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2007,gdp_current,GDP,549469550.275907,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2007,gdp_2005,GDP $Uy2005 (right axis),471380298.064742,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2007,gdp_price_index_base_2005,GDP Price index (base 2005),1.16566083167192,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2007,ipc_index_1983_1989,IPC,24204.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2008,gdp_current,GDP,636150908.481456,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2008,gdp_2005,GDP $Uy2005 (right axis),505207230.157481,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2008,gdp_price_index_base_2005,GDP Price index (base 2005),1.25918805295632,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2008,ipc_index_1983_1989,IPC,26110.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2009,gdp_current,GDP,714523445.734602,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2009,gdp_2005,GDP $Uy2005 (right axis),526645669.644109,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2009,gdp_price_index_base_2005,GDP Price index (base 2005),1.35674417719499,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2009,ipc_index_1983_1989,IPC,27954.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2010,gdp_current,GDP,808078502.830734,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2010,gdp_2005,GDP $Uy2005 (right axis),567741988.678101,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2010,gdp_price_index_base_2005,GDP Price index (base 2005),1.42331995685614,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2010,ipc_index_1983_1989,IPC,29826.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2011,gdp_current,GDP,926356145.179547,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2011,gdp_2005,GDP $Uy2005 (right axis),597049585.35443,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2011,gdp_price_index_base_2005,GDP Price index (base 2005),1.55155646683789,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2011,ipc_index_1983_1989,IPC,32240.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2012,gdp_current,GDP,1041210521.85409,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2012,gdp_2005,GDP $Uy2005 (right axis),618174266.745618,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2012,gdp_price_index_base_2005,GDP Price index (base 2005),1.68433171334606,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2012,ipc_index_1983_1989,IPC,34851.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2013,gdp_current,GDP,1178331709.00612,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2013,gdp_2005,GDP $Uy2005 (right axis),646842337.165673,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2013,gdp_price_index_base_2005,GDP Price index (base 2005),1.82166757075506,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2013,ipc_index_1983_1989,IPC,37840.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2014,gdp_current,GDP,1330508360.23682,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2014,gdp_2005,GDP $Uy2005 (right axis),667792210.044146,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2014,gdp_price_index_base_2005,GDP Price index (base 2005),1.9923987435386,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2014,ipc_index_1983_1989,IPC,41199.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2015,gdp_current,GDP,1455848221.20128,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2015,gdp_2005,GDP $Uy2005 (right axis),670267991.273422,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2015,gdp_price_index_base_2005,GDP Price index (base 2005),2.17203900552577,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2015,ipc_index_1983_1989,IPC,44769.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2016,gdp_current,GDP,1589195373.61914,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2016,gdp_2005,GDP $Uy2005 (right axis),681594167.467757,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2016,gdp_price_index_base_2005,GDP Price index (base 2005),2.33158593408051,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2016,ipc_index_1983_1989,IPC,49085.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2017,gdp_current,GDP,1707108630.93191,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2017,gdp_2005,GDP $Uy2005 (right axis),699256580.851503,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2017,gdp_price_index_base_2005,GDP Price index (base 2005),2.4413193635634,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2017,ipc_index_1983_1989,IPC,52138.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2018,gdp_current,GDP,1831132171.43862,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2018,gdp_2005,GDP $Uy2005 (right axis),710585122.24209,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2018,gdp_price_index_base_2005,GDP Price index (base 2005),2.57693570287666,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2018,ipc_index_1983_1989,IPC,56103.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2019,gdp_current,GDP,1975921079.52225,Thousand $Uy,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2019,gdp_2005,GDP $Uy2005 (right axis),712163486.193662,Thousand $Uy 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2019,gdp_price_index_base_2005,GDP Price index (base 2005),2.77453297989632,Base 2005,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2019,ipc_index_1983_1989,IPC,60525.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2020,ipc_index_1983_1989,IPC,66220.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2021,ipc_index_1983_1989,IPC,71491.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2022,ipc_index_1983_1989,IPC,77854.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2023,ipc_index_1983_1989,IPC,81824.0,1983-1989=100,Oyanthabal
oyanthabal,Índices de Precios.xlsx,IPI PBI e IPC,2024,ipc_index_1983_1989,IPC,86317.0,1983-1989=100,Oyanthabal
