anno,universo,seccion_fuente,division_publicada,descripcion,fuente,ciiu_version,seccion,nivel_agregacion,vbp_pp,vab_pp,remuneraciones,puestos_trabajo,consumo_intermedio,impuestos_netos,consumo_capital_fijo,excedente_explotacion,fbcf,adquisiciones_activo_fijo_total,construccion_cuenta_propia,adquisiciones_total,adquisiciones_importadas,adquisiciones_en_plaza,disposiciones_activo_fijo,stock_capital,stock_edificios_construcciones,stock_maquinaria_equipos,stock_otros,stock_activos_intangibles,variacion_existencias,variacion_existencias_mercaderias_reventa,variacion_existencias_materias_primas,variacion_existencias_productos_en_proceso,variacion_existencias_productos_terminados,variacion_existencias_envases_embalajes,variacion_existencias_repuestos_accesorios,fbkf_edificios_construcciones,fbkf_maq_eq,fbkf_otros,fbkf_activos_intangibles
2001,empresas_5_mas,K,72,INFORMÁTICA Y ACTIVIDADES CONEXAS.,EAE 1998-2001 2 digitos,Rev.3,L_M_N,division_2_digitos,1355522000,666278000,370785000,1771,689244000,3745000,37539000,254209000,39136000,42481000,0,42481000,7885000,34596000,-3345000,162688000,49453000,60590000,47860000,4785000,11127000,-2399000,0,0,0,129000,13397000,7385000,23056000,7134000,1561000
2001,empresas_5_mas,K,73,INVESTIGACIÓN Y DESARROLLO.,EAE 1998-2001 2 digitos,Rev.3,L_M_N,division_2_digitos,141122000,93030000,82632000,581,48092000,413000,3667000,6318000,8476000,8605000,0,8605000,2233000,6372000,-129000,46289000,30943000,5612000,9231000,503000,226000,0,0,0,0,0,226000,4720000,3401000,299000,56000
2001,empresas_5_mas,K,74,"SERVICIOS PRESTADOS A LAS EMPRESAS, EXCEPTUANDO EL ALQUILER Y ARRENDAMIENTO DE MAQUINARIA Y EQUIPO.",EAE 1998-2001 2 digitos,Rev.3,L_M_N,division_2_digitos,7302958000,3891541000,2586355000,35761,3411417000,43885000,158449000,1102852000,290372000,310909000,301000,310608000,12324000,298284000,-20537000,1346751000,621058000,353497000,330122000,42074000,18750000,19635000,508000,-148000,0,0,-1245000,62440000,111050000,99829000,17053000
2001,empresas_5_mas,M,80,ENSEÑANZA.,EAE 1998-2001 2 digitos,Rev.3,P,division_2_digitos,3373145000,2674661000,2151457000,28124,698484000,1131000,71249000,450824000,240196000,306623000,9734000,296889000,5934000,290955000,-66427000,1868049000,1604246000,96663000,157647000,9493000,-750000,-1039000,285000,0,0,4000,0,153856000,30200000,53005000,3135000
2001,empresas_5_mas,N,85,ACTIVIDADES RELACIONADAS CON LA SALUD HUMANA.,EAE 1998-2001 2 digitos,Rev.3,Q,division_2_digitos,18495990000,10274754000,8821192000,56749,8221236000,191822000,348998000,912742000,1052732000,1066327000,84319000,982008000,15697000,966311000,-13595000,5898518000,4190019000,1249476000,392449000,66574000,-641000,-505000,1000,0,30000,0,-167000,609234000,330479000,104005000,9014000
2001,empresas_5_mas,D,15-16,"ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,36886440000,11830027000,4509215000,41475,25056413000,2314187000,1164063000,3842562000,1257423000,1321882000,24412000,1297470000,491997000,805473000,-64459000,11819675000,4077861000,6356726000,1194352000,190736000,284031000,21608000,-96324000,114781000,143697000,40139000,60130000,231088000,815786000,147477000,63072000
2001,empresas_5_mas,D,17-18-19,"FABRICACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y TEÑIDO DE PIELES. CURTIEMBRES Y TALLERES DE ACABADO, FABRICACIÓN DE PRODUCTOS Y CALZADO DE CUERO.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,9732813000,2687161000,1332167000,15813,7045652000,-263150000,300848000,1317296000,292552000,338133000,8114000,330019000,156270000,173749000,-45581000,2427658000,982616000,1131572000,253546000,59924000,360983000,36254000,111935000,72555000,129357000,-126000,11008000,30629000,173805000,80580000,7538000
2001,empresas_5_mas,D,21-22,"FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL. ACTIVIDADES DE ENCUADERNACIÓN, IMPRESIÓN, EDICIÓN Y REPRODUCCIÓN DE GRABACIONES.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,5172759000,2193158000,1086568000,7860,2979601000,15931000,301783000,788876000,378044000,402020000,0,402020000,114360000,287660000,-23976000,2663100000,422614000,2027208000,175176000,38102000,32731000,-7685000,11429000,20507000,2294000,1084000,5102000,60595000,276284000,38552000,2613000
2001,empresas_5_mas,D,24-25,"FABRICACIÓN DE SUSTANCIAS Y DE PRODUCTOS QUÍMICOS, DE PRODUCTOS DE CAUCHO Y PLÁSTICO.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,9384685000,3338759000,1696349000,9542,6045926000,34378000,323605000,1284427000,604996000,625761000,1276000,624485000,170248000,454237000,-20765000,2953422000,1203197000,1365717000,249178000,135330000,215581000,-36646000,150408000,21138000,62838000,16191000,1652000,225149000,315448000,61530000,2869000
2001,empresas_5_mas,D,26-27,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS. INDUSTRIAS METÁLICAS BÁSICAS.,EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,2543878000,963448000,592571000,4463,1580430000,12994000,277412000,80471000,122059000,124721000,2663000,122058000,32853000,89205000,-2662000,3054240000,1083916000,1810169000,67801000,92354000,86678000,14131000,48073000,5751000,24985000,-36000,-6226000,10702000,71848000,7631000,31878000
2001,empresas_5_mas,D,28-29-30,"FABRICACIÓN DE PRODUCTOS METÁLICOS, MAQUINARIAS Y EQUIPOS. CONSTRUCCIÓN DE MAQUINARIA EXCEPTUANDO LA MAQUINARIA ELÉCTRICA. FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,2762516000,959163000,576392000,6302,1803353000,4509000,92550000,285712000,139652000,144199000,3812000,140387000,5568000,134819000,-4547000,781316000,227761000,438016000,114508000,1031000,47508000,51102000,-2163000,-9651000,8727000,-79000,-428000,19557000,74541000,45563000,-9000
2001,empresas_5_mas,D,31-32-33,"FABRICACIÓN DE MAQUINARIA Y APARATOS ELÉCTRICOS N.C.P., DE EQUIPOS Y APARATOS DE RADIO, TELEVISIÓN Y COMUNICACIÓN, DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISIÓN, Y DE RELOJES.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,1717150000,589176000,348949000,3213,1127974000,4367000,79271000,156589000,51701000,57168000,7240000,49928000,23011000,26917000,-5467000,500749000,142700000,209026000,114016000,35007000,17695000,17989000,-1658000,-2387000,3060000,716000,-25000,8213000,22318000,20104000,1066000
2001,empresas_5_mas,D,34-35,"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIRREMOLQUES, Y DE OTROS TIPOS DE EQUIPO DE TRANSPORTE.",EAE 1998-2001 2 digitos,Rev.3,C,grupo_divisiones_publicado,2591127000,630961000,305833000,2509,1960166000,1677000,85961000,237490000,244239000,251227000,702000,250525000,6024000,244501000,-6988000,752063000,295606000,258334000,169898000,28225000,49849000,11290000,30629000,14353000,-2394000,23000,-4052000,109908000,82162000,28922000,23247000
2001,empresas_5_mas,G,50-51,"COMERCIO, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS, DE COMBUSTIBLE PARA AUTOMOTORES. COMERCIO AL POR MAYOR Y A COMISIÓN.",EAE 1998-2001 2 digitos,Rev.3,G,grupo_divisiones_publicado,21595159000,12221194000,5424766000,49590,9373965000,837510000,776964000,5181954000,742536000,1089366000,10687000,1078679000,98964000,979715000,-346830000,6035986000,2438379000,1391121000,1990470000,216016000,666891000,711428000,-68686000,3393000,-13231000,1300000,32687000,88675000,212362000,425639000,15860000
2001,empresas_5_mas,I,60-61-62-63-64,"TRANSPORTE POR VÍA TERRESTRE Y POR TUBERÍA, POR VÍA ACUÁTICA, POR VÍA AÉREA. ACTIVIDADES DE TRANSPORTE, COMPLEMENTARIAS Y AUXILIARES, DE AGENCIAS DE VIAJE. CORREO Y TELECOMUNICACIONES.",EAE 1998-2001 2 digitos,Rev.3,H_J,grupo_divisiones_publicado,24940716000,10528780000,5525617000,40173,14411936000,-183874000,1202490000,3984547000,2715373000,2811033000,61244000,2749789000,1786934000,962855000,-95660000,10641417000,2995148000,4930431000,2579876000,135962000,-9735000,-17718000,0,0,0,370000,7613000,213224000,1248202000,1205520000,48427000
