anno,seccion,epoca,ciiu_version,vbp_pp,vbp_pb,vab_pp,vab_pb,remuneraciones,puestos_trabajo,fbcf,adquisiciones_importadas,consumo_capital,impuestos_netos,stock_capital,excedente_bruto,part_salarial,productividad
2016,C,4,Rev.4,488282856955.128,,155382839152.649,,65854041864.7401,100240.446716766,17409371770.145,1694713789.38442,16145911799.0432,26902000893.9114,218824498043.52,89528797287.9089,0.423817985460059,1550101.22402678
2016,D_E,4,Rev.4,71930162980.2386,,42013380667.1722,,15147042266.5617,15985.0554961166,24220732119.0121,21875408.4632181,7653329572.5473,364549058.703214,179758151328.567,26866338400.6105,0.360529003522849,2628291.19844964
2016,G,4,Rev.4,280451584212.756,,172740397091.114,,74673824222.05,134970.232881947,19039502279.5032,1545132977.09163,8481552195.12508,13910612102.2384,89447537836.7505,98066572869.0639,0.432289293526762,1279840.6982242
2016,H_J,4,Rev.4,228797598205.005,,104912946007.109,,59143773552.2334,77002.7211578009,30975507900.4703,5945446914.93413,14961164002.9435,-761795831.372617,204605134133.339,45769172454.8757,0.563741423753611,1362457.6434398
2016,I,4,Rev.4,25072298297.9065,,10537347902.9111,,7892244161.90428,27387.9632274893,1327194075.01277,3235407.77923108,949021425.251817,142712851.443116,17703675829.1047,2645103741.0068,0.748978228167255,384743.758248322
2016,K,4,Rev.4,41170668867.2364,,19816163756.6035,,9749037723.33426,8845.49459970579,473648198.96946,6099369,416659159.339511,38709825.6323512,3181508290.18638,10067126033.2692,0.491974018941256,2240255.02850486
2016,L_M_N,4,Rev.4,93273814634.5728,,51301012513.7298,,35008412528.6165,85150.636508229,3198246459.51799,459631957.34358,2299424243.57656,-288113765.768965,15703800589.3028,16292599985.1133,0.682411726654462,602473.623421148
2016,P,4,Rev.4,21492712798.368,,16910723216.7219,,13868531293.0859,43488.7056430112,1043195455.97597,15086400,417974056.298926,5934660.3858454,11920774812.8088,3042191923.63601,0.820102790126221,388853.219857546
2016,Q,4,Rev.4,108510643380.763,,61102375205.0098,,56736304250.6962,94195.3478135749,4217551565.98928,0,1791902037.06448,-85514652.0208194,35600140821.6813,4366070954.31363,0.928544987986725,648677.207773993
2016,R_S,4,Rev.4,41195263329.017,,15876015266.4886,,12248599787.3957,26143.6030298825,1781886760.90299,22614667.8927767,1519719055.14898,65271879.4209194,28064657944.16,3627415479.09297,0.771515999562574,607261.946577988
2017,B,5,Rev.4,2504592484.6462,2504592484.6462,1286736993.0384,1286736993.0384,657498303.126476,1143.14648326107,178531834.12,42292204.33,229571334.24,-5549581.65,1161252517.2,629238689.911924,0.510981114776152,1125609.89503962
2017,C,5,Rev.4,484141525416.436,455782090534.62,164424571873.861,136065136992.046,70584977309.7717,97466.9972261083,17036239960.98,1726303402.3,15918676560.87,1963308432.45,209773097223.24,93839594564.0896,0.429284847789789,1686976.89016131
2017,D_E,5,Rev.4,77841809111.1083,77841809111.1083,48814690611.544,48814690611.544,16345164422.6205,15655.4570794662,17280534586.11,10846708,9189859482.83,428870021.83,186463051067.35,32469526188.9235,0.334841094306866,3118062.30656591
2017,G,5,Rev.4,304494191939.095,288173490633.541,188306074965.374,171985373659.82,83773687021.4621,135656.632398341,13617990498.48,1636265193.96,8973552321.61,602040898.27,93649725823.91,104532387943.911,0.444880426915949,1388108.13475328
2017,H_J,5,Rev.4,247834567064.533,247814668536.551,115257688921.703,115237790393.721,62823399111.9484,78171.6180235322,34929783219.94,5685952938.7,16572201371.85,-1049901453.38,232757636827.73,52434289809.7544,0.545069050921417,1474418.61683107
2017,I,5,Rev.4,29171994086.4355,29166457218.4355,12806727007.1956,12801190139.1956,9679394384.86377,28334.960915636,1311167251.04,155409067.62,999857991.55,128215436.2,17755790721.08,3127332622.33183,0.755805474687271,451976.166310097
2017,K,5,Rev.4,44910282029.8214,44910282029.8214,23503008947.5756,23503008947.5756,10813488957.756,8876.39995075483,632101869.33,3770608,399495977.68,43772300.99,3056599506.54,12689519989.8196,0.460089556272388,2647808.69248428
2017,L_M_N,5,Rev.4,118957837192.519,118956970849.532,61146701264.0267,61145834921.0398,39273088032.7173,84938.5654026166,3719661805.39,999246556.61,4086758715.43,-407026848.53,23114504849.26,21873613231.3094,0.642276479693306,719893.266082206
2017,P,5,Rev.4,21997765536.2536,21997765536.2536,17137276534.8414,17137276534.8414,15338221633.304,45842.6299277274,1488653768.45,13696922.95,431839331.36,4652414.65,11999369685.91,1799054901.53739,0.895020956341588,373828.389903872
2017,Q,5,Rev.4,116647447035.377,116647447035.377,68176938693.4686,68176938693.4686,62279557165.4252,95779.2569705255,3802581537.55,203132.49,2013305748.42,-69390064.69,37442405471.54,5897381528.0434,0.913498880397685,711813.192646179
2017,R_S,5,Rev.4,39400615168.7962,39400615168.7962,18039218641.0967,18039218641.0967,13563405187.742,27960.5373515114,1579242470.6,24188396,1400874825.04,123128968.05,24792596822.27,4475813453.35475,0.751884294857538,645167.094405702
2018,B,5,Rev.4,2743812530.52262,2743812530.52262,1319969962.93637,1319969962.93637,739697413.948032,994.929780501368,196164457.832162,20820151.9500396,203299356.976332,986212.511681259,1073776253.20854,580272548.98834,0.560389580610243,1326696.60593656
2018,C,5,Rev.4,570036849535.363,539642243987.483,197885329971.676,167490724423.796,76120684622.3108,94566.085657076,21403883661.2124,2344301120.11455,16454135974.9035,1215222874.57822,230944653073.897,121764645349.366,0.38467068091003,2092561.28766148
2018,D_E,5,Rev.4,78339831542.1448,78339831542.1448,42774298150.4081,42774298150.4081,17126252016.251,15095.8252293306,12577353191.5351,32286050.2465423,9099747577.38555,238769650.972032,190894960300.784,25648046134.1571,0.400386511452032,2833518.37349701
2018,G,5,Rev.4,324220872342.245,310134043963.241,205671562185.079,191584733806.075,90901249122.1436,135287.458560132,16089418083.824,1056838583.75482,9646830343.12303,768867954.493339,100518380872.862,114770313062.935,0.441972862735121,1520255.93779384
2018,H_J,5,Rev.4,274361537648.277,274337765905.026,124797665545.199,124773893801.948,69742900315.8983,77745.2715333279,34577901253.8122,8141247346.60729,17349377876.8006,149384035.761377,243660340496.901,55054765229.3009,0.558847795839889,1605212.29245049
2018,I,5,Rev.4,30561322775.483,30539725164.9662,12686325159.4482,12664727548.9313,10137105272.648,27110.6388468626,1628004653.12449,100246012.363691,976001995.417241,158277543.67356,20484843733.2555,2549219886.80024,0.799057658166542,467946.374525082
2018,K,5,Rev.4,50444563458.189,50444563458.189,23598806658.1632,23598806658.1632,12016441095.1521,8436.61856220838,351799066.412128,3606232.25880439,398462987.736291,84428399.0219479,2913487485.50469,11582365563.0112,0.509196980559835,2797187.81691441
2018,L_M_N,5,Rev.4,125945442835.252,125944286412.391,64760307206.195,64759150783.3336,42724707255.2939,86112.0483831525,4057917354.12228,721242352.719538,3833999511.06536,-399803079.246382,24208502004.8348,22035599950.901,0.659736018843451,752046.994841492
2018,P,5,Rev.4,26111581536.7189,26111581536.7189,19903470535.1628,19903470535.1628,17590784305.781,47307.3722095728,1115750373.55401,13856859,495586768.094556,5228027.11345744,14708213923.4863,2312686229.38176,0.883804875873481,420726.614173155
2018,Q,5,Rev.4,134645121559.251,134645121559.251,78261260189.6131,78261260189.6131,71221189632.3407,99178.2772869773,3724177260.51046,3999454.91433924,2237092416.99582,-50107259.6422696,41975064199.5214,7040070557.27242,0.910043991877775,789096.789442715
2018,R_S,5,Rev.4,41272749571.5687,41272749571.5687,18262514623.5779,18262514623.5779,14269424366.2955,28259.1698447474,1915840614.7508,152830105,1445208280.01471,78633908.1009316,26948041407.0964,3993090257.28232,0.781350469002388,646250.923997768
2019,B,5,Rev.4,2792513855,2792513855,1359500699,1359500699,782388178,1077,224751516,0,183268821.094984,4066452.62032384,1123260808,577112521,0.575496708884002,1262303.34168988
2019,C,5,Rev.4,601651424497,569209962569,190772526038,158331064110,80999471228,90481,30759048024,10715087960,18470370583.3076,1701376372.96674,259048160897,109773054810,0.424586668270387,2108426.36617632
2019,D_E,5,Rev.4,76653362346,76653362346,42338287037,42338287037,18736098379,15007,17257694356,9176791,9676260471.26735,276644574.355246,196509232840,23602188658,0.442533217336504,2821235.89238355
2019,G,5,Rev.4,346259338919,330599411827,214960191664,199300264572,97673851447,132248,24036495992,1324832708,11154001795.5095,795857917.05746,123726596357,117286340217,0.454381114432909,1625432.45768556
2019,H_J,5,Rev.4,324769107961,324743839418,144346141417,144320872874,77600162963,77894,39379420189,3599248726,19032830791.2814,909895567.437319,275409325857,66745978454,0.537597764659477,1853109.88544689
2019,I,5,Rev.4,31198217196,31151163727,13307352085,13260298617,10466313095,24942,1103182994,1042892,1083759113.79682,144013298.303872,19227753627,2841038990,0.786506062825045,533531.877355465
2019,K,5,Rev.4,51155893920,51155893920,23487643650,23487643650,12433823271,7797,1177543463,6620242,548868229.11235,80359890.2774801,3891154127,11053820379,0.529377210259233,3012394.97883801
2019,L_M_N,5,Rev.4,133974118242,133973395711,67148857099,67148134567,44810823556,84479,4382756704,603235166,4022301892.89205,-448265315.477436,23901896485,22338033543,0.667335610640905,794858.569573503
2019,P,5,Rev.4,28739114260,28739114260,21925923533,21925923533,19553982242,49187,1742923683,18176692,569481256.857683,4519372.94072485,15743202441,2371941291,0.89182023336759,445766.636164027
2019,Q,5,Rev.4,146262233060,146262233060,83663722467,83663722467,77184397450,99040,6335960827,15151499,2362532698.06667,-58370739.098807,46540068019,6479325017,0.922555143066271,844746.793891357
2019,R_S,5,Rev.4,47047831670,47047831668,21005138755,21005138753,16023388043,29785,2486729876,205229005,1620779051.76488,102694811.637061,30876514661,4981750712,0.762831811295978,705225.407251972
2020,B,5,Rev.4,2476076698.96323,2476076698.96323,1178572424.40894,1178572424.40894,740604801.387926,886.035890422914,387600431.252534,0,210850943.068589,13781662.1496065,1331679908.53198,437967623.021015,0.628391421731543,1330163.30054801
2020,C,5,Rev.4,600817528391.498,569255108499.031,182963110731.009,151400690838.542,78278216489.3034,84764.4647407208,40941559983.9069,3275448937.75238,19749525803.3465,-1827346818.60041,296322600807.052,104684894241.705,0.427836060376059,2158488.36290844
2020,D_E,5,Rev.4,85982814000.8052,85982814000.8052,38001825069.0151,38001825069.0151,19244127478.6691,14595.190706808,14080786427.6507,39713971.0368511,9899160327.09469,337259179.577682,199240174545.11,18757697590.346,0.506400085883239,2603722.40640124
2020,G,5,Rev.4,386701941780.263,365338224750.055,241118967544.549,219755250514.342,95988303066.6241,127799.594136732,18619182864.6824,1717856318.35151,13164447858.7215,928328653.721959,142030804680.429,145130664477.925,0.398095197752907,1886695.87860019
2020,H_J,5,Rev.4,283275552258.851,283250577948.763,127047837676.559,127022863366.471,69614073776.4868,65989.5521432639,22737288177.439,4520085265.53699,16388964939.3302,567702124.9407,177682816944.077,57433763900.0721,0.547935919647147,1925272.0097378
2020,I,5,Rev.4,23342830997.0153,23334490449.0153,7454330321.09083,7445989773.09083,6232911619.30963,16992.0677827898,1236378090.29549,2953026.1599671,1069312160.69069,68514281.9971875,20682358936.2645,1221418701.7812,0.836146421050675,438694.714285501
2020,K,5,Rev.4,48722164626.3951,48722164626.3951,22850012236.7343,22850012236.7343,12512124636.3721,7516.43557715413,760413938.922126,10590529.9782417,623330776.139193,67940045.9500351,3168037311.33676,10337887600.3622,0.547576277279066,3040006.39693978
2020,L_M_N,5,Rev.4,138467176788.38,138467176786.38,85676769160.4269,85676769158.4269,48979845822.5439,84506.3390107698,10182011019.1536,1432993363.35373,5010334295.11247,-99710834.204611,90500547758.2885,36696923337.883,0.571681755772452,1013850.20536161
2020,P,5,Rev.4,28138082962.4381,28138082962.4381,20636882968.6412,20636882968.6412,18145753020.7882,43648.6160636176,1291629563.00379,28158317.4122574,494762127.532462,12762314.6381206,16252545403.1879,2491129947.85299,0.879287489702859,472795.814157384
2020,Q,5,Rev.4,156709782250.521,156709782250.521,90735237410.4998,90735237410.4998,81808060721.763,98293.2131016928,4583337908.53789,0,2724700469.37129,-114037582.700978,50878303475.1546,8927176688.73674,0.901612902070792,923107.85808402
2020,R_S,5,Rev.4,50460177099.7729,50460177099.7729,20662544342.3729,20662544342.3729,14224516464.7482,25255.6460799333,2148406210.29189,79921455.2222374,3134673841.98145,68333198.584,44868449095.2822,6438027877.62465,0.688420372101894,818135.646856018
2021,B,5,Rev.4,4823132108.89713,4823132108.89713,1706507846.00498,1706507846.00498,942639331.341875,1221.27703280326,535413296.066923,0,222318921.824747,6927240.43319408,2015071775.42684,763868514.663102,0.552379137048003,1397314.28674126
2021,C,5,Rev.4,740451400483.521,729519030143.129,224974680121.473,214042309781.08,84122098877.8656,86333.0943782653,83942983585.5647,3312365312.69128,21739333748.876,-1158610716.34406,377193985828.289,140852581243.607,0.37391807305802,2605891.5383683
2021,D_E,5,Rev.4,112613563636.553,112613563636.553,62648975567.0032,62648975567.0032,20221632008.4409,14128.9637201459,15097593386.138,190502501.533616,10673310755.3946,305856559.619894,212390515973.687,42427343558.5623,0.322776738572745,4434081.42365563
2021,G,5,Rev.4,455971215637.717,449686060658.509,279674715226.326,273389560247.119,95155129416.3319,131187.678965903,32633273093.592,9233014270.20842,13465417406.6015,533315553.517754,141842961057.492,184519585809.995,0.340235009587219,2131867.24112268
2021,H_J,5,Rev.4,334250951545.329,334226671736.176,154484895191.303,154460615382.15,68176469340.4815,66121.0482403959,31816613640.5214,4501916301.47251,15576660220.8678,135195319.726525,202553159469.557,86308425850.8218,0.441314791689223,2336395.13139059
2021,I,5,Rev.4,29356804884.7571,29346005451.4004,9651209202.50488,9640409769.14818,7079050388.14224,22527.1368497778,3177150585.37297,93009618.664889,1130759711.68029,51324275.4494146,25167284733.8308,2572158814.36264,0.733488440630314,428425.914347835
2021,K,5,Rev.4,62645858578.4816,62645858578.4816,31442158854.1498,31442158854.1498,15423416558.2085,9729.03066197288,1098288138.06267,18436277.3440939,819585753.37211,89933110.8014883,5345299731.76361,16018742295.9413,0.490533001558604,3231787.41506545
2021,L_M_N,5,Rev.4,180668167137.954,180667933238.087,111251826255.289,111251592355.422,59414119118.0736,98975.6115960444,10121111282.6722,2164286868.11298,5219807380.66827,-328474930.766293,97851140567.9228,51837707137.2158,0.534050730832374,1124032.72342836
2021,P,5,Rev.4,31961352310.5816,31961352310.5816,24152464418.4614,24152464418.4614,20472823337.4853,46075.3892527884,1462932383.7338,14317319.141118,567010035.754228,5739644.9772284,19556739104.6044,3679641080.97606,0.847649456501695,524194.473669036
2021,Q,5,Rev.4,173852468568.132,173851776438.538,98115193734.0313,98114501604.4365,84893592451.3226,101572.118517785,5379104877.85428,0,2714182635.9639,-112700466.234797,53225255782.7555,13221601282.7086,0.865244099516844,965965.809966362
2021,R_S,5,Rev.4,47058088561.8702,47058019613.1126,18050149516.8785,18050080568.1208,14298850361.4134,25103.5732873284,2057069656.38168,9155304.10281025,1671170460.8378,42305503.1435366,36249404652.6541,3751299155.46505,0.792173513468281,719027.100655416
2022,B,5,Rev.4,6364669404.87458,6364669404.87458,2427269986.15408,2427269986.15408,1077136328.27884,1379.56000823748,347532015.953246,0,208679317.963585,10163033.9043293,1894282413.44833,1350133657.87524,0.443764531520254,1759452.26859334
2022,C,5,Rev.4,887448109461.119,847221297274.515,265536050207.765,225309238021.161,95609914033.8778,89467.5060887856,69687013752.2493,4140576932.68122,21523441673.284,-2700847763.23168,392603477898.926,169926136173.887,0.360063780262865,2967960.79175665
2022,D_E,5,Rev.4,104102493462.551,104102493462.551,44672546622.9802,44672546622.9802,20626352086.312,13915.1952344857,17801987415.9956,309743533.505188,10947366526.2325,331952011.642053,212280128161.015,24046194536.6683,0.461723220312259,3210342.78500595
2022,G,5,Rev.4,451212071580.385,444685546891.829,285375632748.523,278849108059.968,106441380612.163,135877.300330261,25582362175.1944,3184590670.4432,12801615243.4825,558185570.975607,137064760074.573,178934252136.36,0.372986928095436,2100245.08917158
2022,H_J,5,Rev.4,403206206892.993,403185795031.741,174652995351.869,174632583490.616,87162885551.2367,74447.36207913,41666501508.594,8832607514.9801,15818403971.5009,-615169062.562599,224980331258.342,87490109800.6319,0.499063216039507,2345993.06777627
2022,I,5,Rev.4,38873522858.1161,38861504462.4986,12352119509.8576,12340101114.2402,9721139537.18689,25190.6652338519,2442655156.00974,32438466.5883357,1151944688.69312,72239234.201257,19408417996.6308,2630979972.67072,0.787001739209934,490345.109793229
2022,K,5,Rev.4,69975189238.7935,69975189238.7935,28967722330.698,28967722330.698,13563253468.8588,7781.15101445186,1211488493.10716,31489113,852993660.011836,60346435.1780699,8590723977.39584,15404468861.8392,0.468219534626144,3722806.85426828
2022,L_M_N,5,Rev.4,210906855035.113,210906455372.636,123052790870.571,123052391208.095,65915211622.238,106629.01524402,9327884423.71499,1181826752.51268,6087868789.88094,-228425673.162888,94332770513.0159,57137579248.3335,0.535666124725025,1154027.26536455
2022,P,5,Rev.4,36145152056.9977,36145152056.9977,26049675416.5805,26049675416.5805,22170454088.5541,48186.0124638178,2031278865.74084,54885983,581742668.879622,6052352.58150888,19414676016.8409,3879221328.02641,0.851083698127106,540606.580304625
2022,Q,5,Rev.4,179245905170.266,179245905170.266,96853294261.0744,96853294261.0744,84407646158.2658,97322.2928322129,5001096201.65267,2687078.39885215,2769199025.74481,-120603946.587556,54450878175.5158,12445648102.8086,0.871500002165538,995180.974908318
2022,R_S,5,Rev.4,54416846457.5865,54416846457.5865,22639551315.7494,22639551315.7494,15559291269.3462,26889.283055257,7933531623.973,26345507.3011616,1742865750.05124,50404485.8800291,40640599239.5837,7080260046.40315,0.687261467877337,841954.442192656
2023,B,5,Rev.4,5572510281.0822,5572510281.0822,2659653279.18911,2659653279.18911,1428627853.54214,1571.94855806665,624591390.590582,41419081.1638493,451322173.429076,-19633199.8687889,3186728849.15719,1231025425.64697,0.53714815563392,1691946.76603173
2023,C,5,Rev.4,809592502649.113,767904015950.468,240127159755.696,198438673057.051,104619799861.406,89501.9413936812,56457788625.3757,3048451859.309,24684323791.2756,-1909039042.84524,402462792005.253,135507359894.29,0.435684992767357,2682926.82836318
2023,D_E,5,Rev.4,105775760657.975,105775760657.975,45074521950.3187,45074521950.3187,22587073934.0216,13369.7974394194,21322851842.7245,106880229.119939,10852394683.8351,330362647.774516,222619354353.112,22487448016.2971,0.501105124507302,3371369.09923717
2023,G,5,Rev.4,465481359168.746,458163797879.834,297770375510.889,290452814221.977,125797187783.416,143852.898333222,26916554648.8275,744254054.301699,14253546819.711,1396294416.41077,147882710369.432,171973187727.473,0.42246374431165,2069964.38000944
2023,H_J,5,Rev.4,441101365496.662,441073245950.939,198647112664.864,198618993119.141,105014752604.483,78187.6775408895,43014491662.711,8953634002.43346,19362973835.2682,-337121299.139392,229763814143.65,93632360060.381,0.528649780989532,2540644.75263354
2023,I,5,Rev.4,59922304469.258,59907493214.2181,19247997420.0423,19233186165.0025,14266708407.9769,31447.1256730981,1968138948.63668,17691540.3753778,1305868824.23887,122363320.206755,25247656532.8728,4981289012.0654,0.741204817137053,612074.935564248
2023,K,5,Rev.4,85972101755.2519,85966400245.7637,33123616382.1116,33117914872.6234,16822284063.3126,9533.48203312003,1670538017.57674,34780389.5666004,1157919374.7656,164653649.279684,8518422814.86795,16301332318.799,0.507863751024405,3474451.02083768
2023,L_M_N,5,Rev.4,243398535079.659,243398293216.529,137488156158.148,137487914295.018,75521847167.5862,112495.512976954,27363583780.91,2264887495.63823,7872044191.53258,18237629.0701829,125490054307.653,61966308990.5618,0.549297112405202,1222165.68927788
2023,P,5,Rev.4,40111469429.7025,40111469429.7025,29429183518.9721,29429183518.9721,25643311376.5516,50602.5223744798,2244788851.72259,37852022,686783644.57535,11542734.0013593,20850772280.2387,3785872142.42051,0.871356534917801,581575.426244246
2023,Q,5,Rev.4,204247088028.091,204247088028.091,115732676248.794,115732676248.794,101597518322.639,103987.217304682,5575119041.62995,124299.610920381,3362361886.02464,-78688646.6644481,62219145269.0814,14135157926.1558,0.87786372540311,1112950.98809788
2023,R_S,5,Rev.4,57701761605.2673,57701761605.2673,24458335817.0325,24458335817.0325,19027332503.6544,29574.5732599438,2683415915.25328,28836528.1267942,1772632227.72869,79678732.1902124,36500970857.6304,5431003313.37816,0.777948779753197,827005.536210365
2024,B,5,Rev.4,6052099594.26925,6052099594.26925,3415150902.43058,3415150902.43058,1650327892.11249,1787.13497273982,945749518.701748,300597914.66534,312315020.878313,-51907247.5875593,2724863790.22315,1764823010.31809,0.483237180218872,1910964.17143853
2024,C,5,Rev.4,858071607633.119,812702000296.115,263970325327.665,218600717990.661,112924265631.887,90863.9271580213,43801057524.489,2213301432.99458,27515759179.2441,-2002949331.60915,436965957591.824,151046059695.778,0.427791515927841,2905116.84431815
2024,D_E,5,Rev.4,120355289540.894,120355289540.894,58929441696.2451,58929441696.2451,24101159942.3432,13655.3577492478,20334589907.4134,658742523.933583,10868908564.9495,416919692.293797,233268564421.727,34828281753.902,0.408983340900697,4315481.35013097
2024,G,5,Rev.4,494700424143.475,487331416414.523,313166711089.768,305797703360.817,137831727239.181,147391.982662768,28315611990.5763,1885920901.15453,14151768436.621,1411076496.48581,163135503266.915,175334983850.587,0.44012253652232,2124720.11999657
2024,H_J,5,Rev.4,503282533556.926,503240912673.832,231206856285.107,231165235402.013,118919170697.559,80032.5357969409,41019033321.6838,7050112596.85678,22419915654.9731,-26176556.7439367,260644033831.392,112287685587.548,0.514341021751174,2888910.79087794
2024,I,5,Rev.4,55275140254.6071,55260375750.6071,23077573726.9912,23062809222.9912,15449684492.3829,33707.1853027115,1816611590.66081,0,1374275180.51089,271887633.111785,23874161109.6135,7627889234.60832,0.669467452478037,684648.496151199
2024,K,5,Rev.4,98812830785.0969,98812830785.0969,41419776731.6508,41419776731.6508,19118558566.1344,9483.21988566801,2296312368.76879,7653310.57674828,1165073978.2947,145608774.587434,8679379866.24657,22301218165.5164,0.461580435114345,4367691.27269194
2024,L_M_N,5,Rev.4,263856645439.502,263856645439.502,137403501990.821,137403501990.821,83137177739.9317,115158.636778068,17163517802.4198,3114795733.01745,8693560735.47999,-52449959.350603,132533231361.302,54266324250.8895,0.605058652329585,1193167.14607887
2024,P,5,Rev.4,45873678425.3586,45873678425.3586,35112162199.2875,35112162199.2875,30681074010.4066,53909.7554524851,2524298179.94954,83081392.5628683,762182713.866433,21595754.3548598,23661308342.734,4431088188.88088,0.873801899076133,651313.698320049
2024,Q,5,Rev.4,214364441268.28,214364441268.28,122024687179.114,122024687179.114,107092843816.163,102694.317147385,6341537017.67423,0,3466413489.79741,24128006.5640149,68296774509.4114,14931843362.9511,0.877632602810664,1188232.12976806
2024,R_S,5,Rev.4,62927456438.3758,62927456438.3758,27316767720.9059,27316767720.9059,21440304276.0302,31926.3471830054,2879343254.168,261178264.121099,1988515169.96309,116984928.213227,41654917948.3396,5876463444.87567,0.784877057750199,855618.325651949
