anno,seccion,seccion_fuente,ciiu_version,epoca,archivo_fuente,division_publicada,codigos_componentes,codigos_base_2dig,nivel_agregacion,usar_para_homologacion,descripcion_fuente,vbp_pp,vbp_pb,vab_pp,vab_pb,remuneraciones,puestos_trabajo
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1534,1534,15,clase_4_digitos,no,Molinos arroceros.,6722051713.0,,960253940.0,,281045168.0,1802.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,154,154,15,grupo_3_digitos,no,Elaboración de otros productos alimenticios.,11232109090.0,,5108672603.0,,1010214612.0,12357.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1541,1541,15,clase_4_digitos,no,Elaboración de productos de panadería.,2610627776.0,,859473085.0,,513597328.0,8517.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1542-1543,1542|1543,15,grupo_codigos_publicado,no,"Elaboración de azúcar, cacao, chocolate y productos de chocolate, caramelos. Frutas y cáscaras abrillantadas.",930163874.0,,215582176.0,,95878401.0,721.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1544,1544,15,clase_4_digitos,no,Fideerías y fabricación de pastas.,550399871.0,,192523402.0,,102091848.0,1399.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1549,1549,15,clase_4_digitos,no,Elaboración de productos alimenticios n.c.p. Incluye molinos yerbateros,7140917569.0,,3841093940.0,,298647035.0,1720.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,155,155,15,grupo_3_digitos,no,Elaboración de bebidas.,8160778370.0,,3997705103.0,,555398805.0,2821.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1551,1551,15,clase_4_digitos,no,"Destilación, rectificación y mezcla de bebidas espirituosas. Alcohol etílico.",369147081.0,,237662135.0,,51001932.0,169.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1552,1552,15,clase_4_digitos,no,Elaboración de vinos.,1145745308.0,,476865901.0,,70454442.0,934.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1553,1553,15,clase_4_digitos,no,Cervecerías y fabricación de maltas.,4179979434.0,,2222899266.0,,245057835.0,600.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1554,1554,15,clase_4_digitos,no,Bebidas sin alcohol.,2465906547.0,,1060277801.0,,188884596.0,1118.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,16,16,16,division_2_digitos,si,Elaboración De Productos De Tabaco.,4140867966.0,,2820517420.0,,284166292.0,467.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,160,160,16,grupo_3_digitos,no,Industria del tabaco.,4140867966.0,,2820517420.0,,284166292.0,467.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1600,1600,16,clase_4_digitos,no,Industria del tabaco.,4140867966.0,,2820517420.0,,284166292.0,467.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,17,17,17,division_2_digitos,si,Fabricación De Productos Textiles.,7945565915.0,,1905250682.0,,737567057.0,6320.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,171,171,17,grupo_3_digitos,no,"Hilandería, tejeduría, acabado de productos textiles, lavaderos y fabricación de tops.",6803130183.0,,1435453565.0,,547561783.0,3790.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1711,1711,17,clase_4_digitos,no,Hilandería y tejeduría.,2432660319.0,,847440115.0,,340617221.0,2974.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1712,1712,17,clase_4_digitos,no,Acabado de productos textiles.,39726096.0,,13118687.0,,6370472.0,94.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1713,1713,17,clase_4_digitos,no,Lavadero y fabricación de tops.,4330743768.0,,574894763.0,,200574090.0,722.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,172,172,17,grupo_3_digitos,no,Fabricación de otros productos textiles con tejidos no producidos en la misma unidad.,400499248.0,,143042263.0,,50903742.0,617.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1720,1720,17,clase_4_digitos,no,Textiles excepto prendas de vestir.,400499248.0,,143042263.0,,50903742.0,617.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,173,173,17,grupo_3_digitos,no,"Fabricación de tejidos de punto como buzos, chalecos, camisetas,  medias y similares.",741936484.0,,326754854.0,,139101532.0,1913.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1730,1730,17,clase_4_digitos,no,Fabricación de tejidos de punto.,741936484.0,,326754854.0,,139101532.0,1913.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,18,18,18,division_2_digitos,si,Fabricación De Prendas De Vestir Y Teñido De Pieles.,2721015411.0,,1122654967.0,,412268457.0,5331.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,181,181,18,grupo_3_digitos,no,"Fabricación de prendas de vestir, con materiales no fabricados en la misma unidad.",2721015411.0,,1122654967.0,,412268457.0,5331.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1810,1810,18,clase_4_digitos,no,Fabricación de prendas de vestir.,2721015411.0,,1122654967.0,,412268457.0,5331.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,19,19,19,division_2_digitos,si,Curtiembres Y Talleres De Acabado; Fabricación De Productos  De Cuero.,9339263871.0,,2212436946.0,,486904119.0,4004.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,191,191,19,grupo_3_digitos,no,Curtiembres y talleres de acabado; fabricación de artículos de cuero excepto prendas.,9045626188.0,,2101926734.0,,452782461.0,3433.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1911,1911,19,clase_4_digitos,no,Curtiembres y talleres de acabado.,8953725447.0,,2057829434.0,,431290804.0,3138.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1912,1912,19,clase_4_digitos,no,Artículos de cuero (marroquinerías).,91900741.0,,44097300.0,,21491657.0,295.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,192,192,19,grupo_3_digitos,no,Fabricación de calzado de cualquier material y para todo uso.,293637683.0,,110510212.0,,34121658.0,571.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,1920,1920,19,clase_4_digitos,no,Fabricación de calzado.,293637683.0,,110510212.0,,34121658.0,571.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,20,20,20,division_2_digitos,si,Producción De Madera Y Productos De Madera Excepto Muebles.,3421375010.0,,834966476.0,,180506962.0,2151.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,201,201,20,grupo_3_digitos,no,"Aserraderos, acabado de madera, fabricación de parquet.",3022597755.0,,708879229.0,,107625819.0,1012.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2010,2010,20,clase_4_digitos,no,Aserraderos y fabricación de parquet.,3022597755.0,,708879229.0,,107625819.0,1012.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,202,202,20,grupo_3_digitos,no,"Fabricación de productos de madera, corcho, paja y materiales trenzables.",398777255.0,,126087247.0,,72881143.0,1139.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2021,2021,20,clase_4_digitos,no,Fabricación de productos de madera (excepto muebles).,313951327.0,,103823087.0,,55705079.0,867.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2029,2029,20,clase_4_digitos,no,"Fabricación de productos de corcho, paja y materiales trenzables.",84825928.0,,22264160.0,,17176064.0,272.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,21,21,21,division_2_digitos,si,Fabricación De Papel Y De Productos De Papel.,3215836986.0,,891307314.0,,299635042.0,1709.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,210,210,21,grupo_3_digitos,no,Fabricación de papel y de productos de papel.,3215836986.0,,891307314.0,,299635042.0,1709.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2101,2101,21,clase_4_digitos,no,"Pulpa de madera, papel y cartón.",1431857763.0,,464118395.0,,123497405.0,740.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2102,2102,21,clase_4_digitos,no,Envases de papel y cartón.,829507024.0,,185661200.0,,87789035.0,594.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2109,2109,21,clase_4_digitos,no,Fabricación de artículos de papel y cartón n.c.p.,954472199.0,,241527719.0,,88348602.0,375.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,22,22,22,division_2_digitos,si,"Actividades De Encuadernación, Impresión, Edición Y Reproducción.",4158066890.0,,1671070867.0,,690331267.0,4838.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,221,221,22,grupo_3_digitos,no,"Actividades de encuadernación, impresión, edición, grabación y reproducción sobre papel.",4149939604.0,,1669052904.0,,689490913.0,4832.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2211,2211,22,clase_4_digitos,no,"Encuadernación, impresión, edición, grabación y reproducción sobre papel excepto diarios y revistas.",2657832881.0,,1026331008.0,,375488503.0,2922.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2212,2212,22,clase_4_digitos,no,Impresión y edición de diarios y revistas.,1492106723.0,,642721896.0,,314002410.0,1910.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,223,223,22,grupo_3_digitos,no,Edición y reproducción de grabaciones en discos y cintas.,8127286.0,,2017963.0,,840354.0,6.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2230,2230,22,clase_4_digitos,no,Edición y reproducción de grabaciones.,8127286.0,,2017963.0,,840354.0,6.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,23,23,23,division_2_digitos,si,Fabricación De Productos Diversos Derivados Del Petróleo Y Del Carbón.,33235018744.0,,11804301261.0,,361068168.0,940.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,232,232,23,grupo_3_digitos,no,"Producción de combustibles, aceites grasas lubricantes, productos bituminosos y otros derivados del petróleo.",33235018744.0,,11804301261.0,,361068168.0,940.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2320,2320,23,clase_4_digitos,no,Combustibles y aceites grasas lubricantes productos bituminosos y otros productos derivados del petróleo.,33235018744.0,,11804301261.0,,361068168.0,940.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,24,24,24,division_2_digitos,si,Fabricación De Sustancias Y De Productos Químicos.,14249934784.0,,4412502419.0,,1626148482.0,6396.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,241,241,24,grupo_3_digitos,no,Fabricación de sustancias químicas básicas.,5661746614.0,,1344132140.0,,383601888.0,1070.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2411,2411,24,clase_4_digitos,no,Sustancias químicas básicas.,2785935222.0,,761807525.0,,288669111.0,781.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2412,2412,24,clase_4_digitos,no,Abonos.,1947722077.0,,520541471.0,,80700191.0,224.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2413,2413,24,clase_4_digitos,no,"Fabricación de plásticos en formas primarias, caucho sintético, resinas sintéticas y fibras artificiales.",928089315.0,,61783144.0,,14232586.0,65.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,242,242,24,grupo_3_digitos,no,Fabricación de otros productos químicos.,8588188170.0,,3068370279.0,,1242546594.0,5326.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2421,2421,24,clase_4_digitos,no,Plaguicidas.,726828011.0,,277036547.0,,41558442.0,140.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2422,2422,24,clase_4_digitos,no,"Pinturas, barnices y lacas.",1496328585.0,,534302963.0,,152028063.0,595.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2423,2423,24,clase_4_digitos,no,Fabricación de productos farmacéuticos y medicamentos.,4544282101.0,,1723678891.0,,761198959.0,2867.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2424,2424,24,clase_4_digitos,no,Artículos de  limpieza y de tocador.,1347128565.0,,389223912.0,,231511302.0,1513.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2429,2429,24,clase_4_digitos,no,Productos químicos n.c.p.,473620908.0,,144127966.0,,56249828.0,211.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,25,25,25,division_2_digitos,si,Fabricación De Productos De Caucho Y Plástico.,4808145697.0,,1549311375.0,,400270625.0,3324.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,251,251,25,grupo_3_digitos,no,Fabricación de productos de caucho.,140518012.0,,66668864.0,,36396238.0,350.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2511,2511,25,clase_4_digitos,no,Fabricación de cámaras y neumáticos. Recauchutaje.,52375390.0,,27521151.0,,11416944.0,120.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2519,2519,25,clase_4_digitos,no,Fabricación de productos de caucho natural o sintético en formas básicas .,88142622.0,,39147713.0,,24979294.0,230.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,252,252,25,grupo_3_digitos,no,Fabricación de productos de plástico.,4667627685.0,,1482642511.0,,363874387.0,2974.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2520,2520,25,clase_4_digitos,no,Productos de plástico.,4667627685.0,,1482642511.0,,363874387.0,2974.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,26,26,26,division_2_digitos,si,Fabricación De Otros Productos Minerales No Metálicos.,2722420605.0,,1064899610.0,,435804715.0,2669.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,261,261,26,grupo_3_digitos,no,Fabricación de vidrio y productos de vidrio.,243557276.0,,74425191.0,,34994989.0,444.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2610,2610,26,clase_4_digitos,no,Vidrio y productos de vidrio.,243557276.0,,74425191.0,,34994989.0,444.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,269,269,26,grupo_3_digitos,no,Fabricación de productos minerales no metálicos n.c.p.,2478863329.0,,990474419.0,,400809726.0,2225.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2691,2691,26,clase_4_digitos,no,"Objetos de barro, loza y cerámica.",460663787.0,,215395796.0,,127580836.0,856.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2692,2692,26,clase_4_digitos,no,Fabricación de productos de arcilla y cerámica refractaria o no refractaria.,20768760.0,,9786782.0,,5005044.0,75.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2694,2694,26,clase_4_digitos,no,"Fabricación de cemento, cal y yeso.",1350293686.0,,552577959.0,,193929083.0,795.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2695,2695,26,clase_4_digitos,no,"Fabricación de artículos de cemento, hormigón y yeso.",442095556.0,,149012186.0,,50559544.0,312.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2699,2699,26,clase_4_digitos,no,Productos minerales no metálicos n.c.p.,205041540.0,,63701696.0,,23735219.0,187.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,27,27,27,division_2_digitos,si,Industrias Metálicas Básicas.,2386073020.0,,1113754702.0,,180480301.0,1020.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,270,270,27,grupo_3_digitos,no,"Industrias básicas de hierro, acero y metales no ferrosos.",2386073020.0,,1113754702.0,,180480301.0,1020.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2700,2700,27,clase_4_digitos,no,"Industria básica de hierro, acero y metales no ferrosos.",2386073020.0,,1113754702.0,,180480301.0,1020.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,28,28,28,division_2_digitos,si,"Fabricación De Productos Metálicos, Maquinarias Y Equipos.",3216592517.0,,980386272.0,,314892627.0,2826.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,281,281,28,grupo_3_digitos,no,"Fabricación de productos metálicos, excepto maquinarias y equipo.",1917318382.0,,545418577.0,,167247123.0,1441.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2811,2811,28,clase_4_digitos,no,Fabricación de productos metálicos estructurales (herrería de obra).,1784601686.0,,493000015.0,,153212443.0,1200.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2812,2812,28,clase_4_digitos,no,Fabricación de recipientes de metal.,132716696.0,,52418562.0,,14034680.0,241.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,289,289,28,grupo_3_digitos,no,Fabricación de otros productos de metal.,1299274135.0,,434967695.0,,147645504.0,1385.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2890,2890,28,clase_4_digitos,no,Otros productos de metal.,1299274135.0,,434967695.0,,147645504.0,1385.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,29,29,29,division_2_digitos,si,Construcción De Maquinaria Exceptuando La Maquinaria Eléctrica.,1252572240.0,,499989419.0,,207259466.0,1478.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,291,291,29,grupo_3_digitos,no,"Fabricación de maquinaria de uso general: motores, turbinas.",427324986.0,,192987645.0,,112262549.0,694.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2910,2910,29,clase_4_digitos,no,Maquinaria de uso general.,427324986.0,,192987645.0,,112262549.0,694.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,292,292,29,grupo_3_digitos,no,"Fabricación de maquinaria de uso especial (para el agro, la minería y la construcción).",545373661.0,,198693638.0,,55975776.0,477.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2920,2920,29,clase_4_digitos,no,Maquinaria de uso especial.,545373661.0,,198693638.0,,55975776.0,477.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,293,293,29,grupo_3_digitos,no,Fabricación de electrodomésticos.,279873593.0,,108308136.0,,39021141.0,307.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,2930,2930,29,clase_4_digitos,no,Electrodomésticos.,279873593.0,,108308136.0,,39021141.0,307.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,31,31,31,division_2_digitos,si,Fabricación De Maquinaria Y Aparatos Eléctricos N.C.P.,1016854406.0,,449456035.0,,159209836.0,1048.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,310,310,31,grupo_3_digitos,no,"Fabricación de motores, generadores, transformadores eléctricos, cargadores de baterías, etc.",1016854406.0,,449456035.0,,159209836.0,1048.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3100,3100,31,clase_4_digitos,no,Maquinaria y aparatos eléctricos n.c.p.,1016854406.0,,449456035.0,,159209836.0,1048.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,32,32,32,division_2_digitos,si,"Fabricación De Equipos Y Aparatos De Radio, Televisión Y Comunicación.",13167402.0,,4107873.0,,4198503.0,70.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,320,320,32,grupo_3_digitos,no,"Fabricación de equipos y aparatos de radio, televisión y comunicación y sus componentes electrónicos.",13167402.0,,4107873.0,,4198503.0,70.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3200,3200,32,clase_4_digitos,no,"Equipos y aparatos de radio, televisión y comunicación.",13167402.0,,4107873.0,,4198503.0,70.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,33,33,33,division_2_digitos,si,"Fabricación De Instrumentos Médicos, Ópticos Y De Precisión.",846541374.0,,366633989.0,,148731916.0,1378.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,330,330,33,grupo_3_digitos,no,"Fabricación de aparatos e instrumentos médicos, aparatos para medir, verificar, ensayar, navegar y otros fines.",846541374.0,,366633989.0,,148731916.0,1378.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3300,3300,33,clase_4_digitos,no,"Fabricación de aparatos e instrumentos médicos, aparatos para medir, verificar, ensayar, navegar y otros fines.",846541374.0,,366633989.0,,148731916.0,1378.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,34,34,34,division_2_digitos,si,"Fabricación De Vehículos Automotores, Remolques Y Semirremolques.",2115287389.0,,507043993.0,,159373207.0,1175.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,340,340,34,grupo_3_digitos,no,"Fabricación de vehículos automotores, carrocerías, cúpulas, repuestos y sus motores.",2115287389.0,,507043993.0,,159373207.0,1175.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3400,3400,34,clase_4_digitos,no,Automotores y repuestos.,2115287389.0,,507043993.0,,159373207.0,1175.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,35,35,35,division_2_digitos,si,Fabricación De Otros Tipos De Equipo De Transporte.,1021393195.0,,333153999.0,,161093807.0,1045.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,351,351,35,grupo_3_digitos,no,Construcción y reparación de buques y otras embarcaciones.,423276813.0,,182954109.0,,96671421.0,526.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3510,3510,35,clase_4_digitos,no,Construcción y reparación de buques.,423276813.0,,182954109.0,,96671421.0,526.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,353-359,353|359,35,grupo_codigos_publicado,no,"Fabricación aeronaves,  naves espaciales, motocicletas, bicicletas, sillones de ruedas y otro tipo de transporte n.c.p.",598116382.0,,150199890.0,,64422386.0,519.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3530-3590,3530|3590,35,grupo_codigos_publicado,no,"Fabricación de aeronaves, naves espaciales y otro equipo de transporte n.c.p.",598116382.0,,150199890.0,,64422386.0,519.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,36,36,36,division_2_digitos,si,Fabricación De Muebles; Industrias Manufactureras N.C.P.,1785363327.0,,593976836.0,,196519307.0,2344.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,361,361,36,grupo_3_digitos,no,Fabricación de muebles de todo tipo y de colchones de cualquier  material.,1496868598.0,,471963309.0,,132813060.0,1601.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3610,3610,36,clase_4_digitos,no,Muebles y colchones.,1496868598.0,,471963309.0,,132813060.0,1601.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,369,369,36,grupo_3_digitos,no,Industrias manufactureras n.c.p.,288494729.0,,122013527.0,,63706247.0,743.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3691,3691,36,clase_4_digitos,no,Joyas y artículos conexos.,37301861.0,,18619924.0,,9297805.0,67.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3699,3699,36,clase_4_digitos,no,Otras industrias manufactureras n.c.p.,251192868.0,,103393603.0,,54408442.0,676.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,37,37,37,division_2_digitos,si,Reciclaje,4368293.0,,1229431.0,,445346.0,18.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,370,370,37,grupo_3_digitos,no,Reciclaje de desperdicios y desechos metálicos y no metálicos.,4368293.0,,1229431.0,,445346.0,18.0
2004,C,D,Rev.3,2,EAE_C1_2004.xls,3700,3700,37,clase_4_digitos,no,Reciclaje de desperdicios y desechos metálicos y no metálicos.,4368293.0,,1229431.0,,445346.0,18.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,,,,seccion_total,no,Industrias  Manufactureras.,184862461743.0,,53991760706.0,,14615233399.0,102414.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,15,15,15,division_2_digitos,si,Elaboración De Productos Alimenticios Y Bebidas.,76948303543.0,,18336129474.0,,5646698506.0,43468.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,151,151,15,grupo_3_digitos,no,"Producción, procesamiento y conservación de carnes, pescados, frutas, legumbres, hortalizas y aceites.",35987195917.0,,4708751686.0,,2219764743.0,17637.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1511,1511,15,clase_4_digitos,no,Matanza de ganado y aves. Preparación de carnes.,31637626807.0,,3566126750.0,,1691464197.0,13107.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1512,1512,15,clase_4_digitos,no,Elaboración y conservación de pescado.,2973421218.0,,818337637.0,,380118456.0,3257.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1513,1513,15,clase_4_digitos,no,"Elaboración y conservación de frutas, legumbres y hortalizas.",693938498.0,,206161679.0,,92075195.0,960.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1514,1514,15,clase_4_digitos,no,Aceites y grasas vegetales y animales.,682209394.0,,118125620.0,,56106895.0,313.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,152,152,15,grupo_3_digitos,no,Elaboración de productos lácteos.,11421946830.0,,2125692229.0,,1016035160.0,5089.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1520,1520,15,clase_4_digitos,no,Productos lácteos.,11421946830.0,,2125692229.0,,1016035160.0,5089.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,153,153,15,grupo_3_digitos,no,"Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales.",8597883993.0,,1375653283.0,,525873234.0,3979.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1531,1531,15,clase_4_digitos,no,Molinos harineros.,2338541260.0,,308739931.0,,178732294.0,1346.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1533,1533,15,clase_4_digitos,no,Elaboración de alimentos preparados para animales.,795788014.0,,249186464.0,,69209859.0,533.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1534,1534,15,clase_4_digitos,no,Molinos arroceros.,5463554719.0,,817726888.0,,277931081.0,2100.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,154,154,15,grupo_3_digitos,no,Elaboración de otros productos alimenticios.,12397476360.0,,6191411878.0,,1146998990.0,13813.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1541,1541,15,clase_4_digitos,no,Elaboración de productos de panadería.,3024219628.0,,1046982942.0,,621403855.0,9710.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1542,1542,15,clase_4_digitos,no,Elaboración de azúcar.,749891455.0,,187193342.0,,76321294.0,493.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1543,1543,15,clase_4_digitos,no,"Elaboración de cacao, chocolate y productos de chocolate, caramelos. Frutas y cáscaras abrillantadas.",195603186.0,,58513927.0,,35065580.0,323.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1544,1544,15,clase_4_digitos,no,Fideerías y fabricación de pastas.,617650927.0,,225160644.0,,124574137.0,1644.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1549,1549,15,clase_4_digitos,no,Elaboración de productos alimenticios n.c.p. Incluye molinos yerbateros,7810111164.0,,4673561023.0,,289634124.0,1643.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,155,155,15,grupo_3_digitos,no,Elaboración de bebidas.,8543800443.0,,3934620398.0,,738026379.0,2950.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1551,1551,15,clase_4_digitos,no,"Destilación, rectificación y mezcla de bebidas espirituosas. Alcohol etílico.",370781310.0,,224781508.0,,54784154.0,163.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1552,1552,15,clase_4_digitos,no,Elaboración de vinos.,1120589854.0,,500822214.0,,94932691.0,942.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1553,1553,15,clase_4_digitos,no,Cervecerías y fabricación de maltas.,4089061808.0,,1899828424.0,,289429657.0,657.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1554,1554,15,clase_4_digitos,no,Bebidas sin alcohol.,2963367471.0,,1309188252.0,,298879877.0,1188.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,16,16,16,division_2_digitos,si,Elaboración De Productos De Tabaco.,4075544503.0,,3002146384.0,,292241732.0,456.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,160,160,16,grupo_3_digitos,no,Industria del tabaco.,4075544503.0,,3002146384.0,,292241732.0,456.0
2005,C,D,Rev.3,2,EAE_C1_2005.xls,1600,1600,16,clase_4_digitos,no,Industria del tabaco.,4075544503.0,,3002146384.0,,292241732.0,456.0
