fuente,archivo,pagina,tabla,anno,trimestre,variable,variable_etiqueta,valor,unidad
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2020,4,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,521.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2020,4,imeq_total_economia_sin_celulosa,Economía sin celulosa,487.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,1,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,238.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,1,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,489.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,1,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,471.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,1,imeq_total_economia_sin_celulosa,Economía sin celulosa,451.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,2,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,313.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,2,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,634.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,2,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,581.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,2,imeq_total_economia_sin_celulosa,Economía sin celulosa,572.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,3,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,227.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,3,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,597.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,3,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,517.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,3,imeq_total_economia_sin_celulosa,Economía sin celulosa,563.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,4,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,168.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,4,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,680.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,4,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,583.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2021,4,imeq_total_economia_sin_celulosa,Economía sin celulosa,625.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,1,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,177.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,1,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,625.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,1,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,557.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,1,imeq_total_economia_sin_celulosa,Economía sin celulosa,583.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,2,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,162.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,2,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,579.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,2,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,555.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,2,imeq_total_economia_sin_celulosa,Economía sin celulosa,534.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,3,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,227.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,3,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,683.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,3,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,668.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,3,imeq_total_economia_sin_celulosa,Economía sin celulosa,627.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,4,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,173.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,4,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,699.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,4,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,685.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2022,4,imeq_total_economia_sin_celulosa,Economía sin celulosa,639.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,1,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,193.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,1,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,619.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,1,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,598.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,1,imeq_total_economia_sin_celulosa,Economía sin celulosa,596.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,2,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,226.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,2,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,586.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,2,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,573.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,2,imeq_total_economia_sin_celulosa,Economía sin celulosa,542.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,3,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,184.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,3,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,640.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,3,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,628.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,3,imeq_total_economia_sin_celulosa,Economía sin celulosa,580.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,4,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,183.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,4,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,686.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,4,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,675.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2023,4,imeq_total_economia_sin_celulosa,Economía sin celulosa,618.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,1,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,148.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,1,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,554.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,1,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,538.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,1,imeq_total_economia_sin_celulosa,Economía sin celulosa,534.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,2,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,168.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,2,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,592.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,2,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,577.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,2,imeq_total_economia_sin_celulosa,Economía sin celulosa,543.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,3,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,119.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,3,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,538.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,3,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,531.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,3,imeq_total_economia_sin_celulosa,Economía sin celulosa,480.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,4,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,359.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,4,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,779.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,4,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,763.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2024,4,imeq_total_economia_sin_celulosa,Economía sin celulosa,695.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,1,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,391.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,1,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,709.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,1,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,681.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,1,imeq_total_economia_sin_celulosa,Economía sin celulosa,644.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,2,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,235.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,2,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,567.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,2,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,550.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,2,imeq_total_economia_sin_celulosa,Economía sin celulosa,502.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,3,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,453.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,3,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,775.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,3,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,725.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,3,imeq_total_economia_sin_celulosa,Economía sin celulosa,671.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,4,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,212.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,4,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,778.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,4,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,699.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2025,4,imeq_total_economia_sin_celulosa,Economía sin celulosa,692.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2026,1,imeq_industria_sin_refineria_ni_zf,Industria sin refinería ni ZF,214.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2026,1,imeq_sector_privado_sin_celulosa,Sector privado sin celulosa,663.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2026,1,imeq_sector_privado_sin_zf_ni_celulosa,Sector privado sin ZF ni celulosa,603.0,indice_2002_100
ciu,IMEQN69-1Trim2026.pdf,10,imeq,2026,1,imeq_total_economia_sin_celulosa,Economía sin celulosa,596.0,indice_2002_100
