fuente,archivo,pagina,tabla,variable,variable_etiqueta,anno,valor,unidad
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_base_2002_100,IMEQ Total Economía Base 2002=100,2021,553.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_base_2002_100,IMEQ Total Economía Base 2002=100,2022,596.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_base_2002_100,IMEQ Total Economía Base 2002=100,2023,563.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_sin_zonas_francas,IMEQ Total Economía Sin Zonas Francas,2018,446.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_sin_zonas_francas,IMEQ Total Economía Sin Zonas Francas,2019,443.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_sin_zonas_francas,IMEQ Total Economía Sin Zonas Francas,2020,426.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_sin_zonas_francas,IMEQ Total Economía Sin Zonas Francas,2021,500.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_sin_zonas_francas,IMEQ Total Economía Sin Zonas Francas,2022,570.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_total_economia_sin_zonas_francas,IMEQ Total Economía Sin Zonas Francas,2023,549.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_sector_publico,IMEQ Sector Público,2018,342.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_sector_publico,IMEQ Sector Público,2019,308.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_sector_publico,IMEQ Sector Público,2020,269.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_sector_publico,IMEQ Sector Público,2021,278.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_sector_publico,IMEQ Sector Público,2022,302.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_sector_publico,IMEQ Sector Público,2023,370.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado,IMEQ Privado,2018,475.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado,IMEQ Privado,2019,476.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado,IMEQ Privado,2020,464.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado,IMEQ Privado,2021,600.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado,IMEQ Privado,2022,646.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado,IMEQ Privado,2023,597.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado_sin_zonas_francas,IMEQ Privado sin Zonas Francas,2018,464.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado_sin_zonas_francas,IMEQ Privado sin Zonas Francas,2019,466.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado_sin_zonas_francas,IMEQ Privado sin Zonas Francas,2020,453.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado_sin_zonas_francas,IMEQ Privado sin Zonas Francas,2021,538.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado_sin_zonas_francas,IMEQ Privado sin Zonas Francas,2022,616.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_privado_sin_zonas_francas,IMEQ Privado sin Zonas Francas,2023,580.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_industria_sin_ref_excluye_zonas_francas,IMEQ Industria sin ref. (excluye Zonas Francas),2018,221.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_industria_sin_ref_excluye_zonas_francas,IMEQ Industria sin ref. (excluye Zonas Francas),2019,213.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_industria_sin_ref_excluye_zonas_francas,IMEQ Industria sin ref. (excluye Zonas Francas),2020,211.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_industria_sin_ref_excluye_zonas_francas,IMEQ Industria sin ref. (excluye Zonas Francas),2021,237.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_industria_sin_ref_excluye_zonas_francas,IMEQ Industria sin ref. (excluye Zonas Francas),2022,185.0,indice_o_nivel
ciu,Inversion-y-capacidad-instalada-Indicadores-Octubre-2022.pdf,3,imeq_fbkf,imeq_industria_sin_ref_excluye_zonas_francas,IMEQ Industria sin ref. (excluye Zonas Francas),2023,207.0,indice_o_nivel
